owner,token
fajiaojun123,0.01306798 DOP
ryin52rita52,6.51194980 DOP
robertiori11,0.06322167 DOP
richsingsing,38.46632609 DOP
yr5fpagrggk5,9.76576047 DOP
jianbin54321,0.00050961 DOP
brasgsxxugn5,0.01543490 DOP
huimouyixiao,9.21246114 DOP
chunkycherry,0.00542113 DOP
hazdsnjwgige,0.01060982 DOP
hechunspring,0.02117155 DOP
eoschina5111,0.00012953 DOP
dengpingbo22,0.19819927 DOP
consensuskey,0.06223421 DOP
leonardeosio,0.01408849 DOP
iamveryhappy,2.16146437 DOP
2hqfrtc52vqx,0.00994743 DOP
tuolaji12345,0.90713054 DOP
shshizhibin1,0.02522834 DOP
kcrmzqle2pkf,0.00074908 DOP
xdb222222.tp,0.01371295 DOP
sm5kiiy2jddy,0.15119887 DOP
swxxrxgksae2,4.92573518 DOP
suchen111111,0.00280716 DOP
135135135.tp,0.01683433 DOP
mcfart.ftw,0.00270733 DOP
ameliaxia521,0.41138660 DOP
hz1414211111,0.05731893 DOP
timetosaybye,0.40038845 DOP
wangyihai123,0.05562120 DOP
dfs.eos,4.46723918 DOP
atby4axo35uf,0.00530510 DOP
qwerasdfc.tp,0.00000040 DOP
haichaozzzsy,0.65125572 DOP
awayfromduck,0.00375147 DOP
longshao5555,3.90229083 DOP
haytmobzgige,0.00230547 DOP
hxldj5521hxl,0.72115810 DOP
lizhenxing12,0.01856866 DOP
xiaojie32145,0.43200499 DOP
ivylm5555555,0.00041410 DOP
eoseosljbljb,0.04443061 DOP
3hz5q2dhhie3,0.06924920 DOP
eoswxp111111,0.00015569 DOP
hecongqiang1,4.63628508 DOP
2awmtshfknxo,0.35972748 DOP
ryososoyy111,0.10065310 DOP
tptptptp..tp,0.10519342 DOP
sleepingnoon,18.42872822 DOP
eosalcatrazz,0.04620721 DOP
playgame5551,1.55407926 DOP
gallonwang12,0.01688304 DOP
5kwx5tzuf2aa,0.00193194 DOP
lukykazan123,15.96911824 DOP
wenquanijl12,2.81451634 DOP
dengyuhui123,0.29376552 DOP
nmy2121eosup,0.03391546 DOP
wangwenbo123,0.04306539 DOP
omgnoob4ever,0.85354328 DOP
ayt5gh2qorfx,0.11439455 DOP
laqxjj123123,28.96192186 DOP
lztchinaeos1,0.13209593 DOP
guowanqingqq,0.08470767 DOP
3acyjcbcspbc,0.02208563 DOP
daheso123451,0.02249575 DOP
kccze4nqtoql,1.85569663 DOP
satoshi13131,0.12066100 DOP
majinxiang11,0.88553031 DOP
yangchao1313,2.63066234 DOP
mxp112233445,0.00001917 DOP
gezdqnbthage,0.15253580 DOP
prashihaodyz,0.23347735 DOP
ttaqt1234123,0.38596372 DOP
shanhu111222,0.06283640 DOP
gu4tqobrg4ge,3.59264719 DOP
zhusiweieos1,0.01818644 DOP
fortunately1,0.08452242 DOP
kylehongmoac,0.47160625 DOP
smokey423423,103.50825914 DOP
g42dcojzgyge,14.07153388 DOP
praloveu1314,1.05369287 DOP
sos111222333,0.00016580 DOP
fanminde1234,0.11673402 DOP
3aoogcfvxfb2,0.07022423 DOP
guytqnbwguge,1.52753335 DOP
quersong1111,1.89880580 DOP
guydqnbwgege,28.38464692 DOP
yangyunxi.tp,0.00268021 DOP
summerpocket,0.37595465 DOP
we.bank,77.84175157 DOP
nidahaichenl,2.18682507 DOP
gm3tsobqgmge,12.24724238 DOP
zzzzzzzzzzi1,0.03439603 DOP
eosluckone11,0.04339112 DOP
haztonrzg4ge,0.28528693 DOP
eszhengzhike,1.04931875 DOP
zhuyongmin12,0.24566042 DOP
ldllww112345,0.00707627 DOP
ihyzgbvtjs25,0.75459370 DOP
l11111111.tp,3.56820000 DOP
eitanooooois,0.00004801 DOP
mengxu111111,0.00502031 DOP
cheneoszheng,54.54801237 DOP
chuckhriczko,0.25622518 DOP
gointothepre,0.01373038 DOP
angelababy.x,0.12910182 DOP
richrichtang,0.00035177 DOP
eosguozhenwe,0.68826920 DOP
praguoqifeng,0.16376411 DOP
littleteapot,0.35168417 DOP
hadoophadoop,7.82255588 DOP
yxbbing12345,0.00796339 DOP
loy2loy2loy2,0.15334264 DOP
sijiazhii.tp,0.00473062 DOP
prayouhang11,0.18348963 DOP
tarry5555555,0.00042239 DOP
ragel1111111,6.60544299 DOP
zhengyao1.tp,0.05156898 DOP
artclimber12,4.03638823 DOP
vegetableman,0.01784891 DOP
15zso15zsoso,0.17763788 DOP
kgurxpknzhvw,24.14189834 DOP
iiilllllliii,2.59004446 DOP
macangjie.tp,0.16406038 DOP
clearzjr1145,0.00076087 DOP
1rwk5c5eosda,0.00288105 DOP
grrwoofnstuf,0.01118210 DOP
zsqydycfzyzs,0.09085136 DOP
rachelkeep12,0.40111258 DOP
sunfuyuna.tp,0.12222264 DOP
chenhongyan1,0.02520487 DOP
tothemoon111,4.02254172 DOP
12345shefeng,1.29612030 DOP
devilliuzhid,0.00014088 DOP
zhw12345key1,0.12151227 DOP
gyzdcnjrhage,0.04080732 DOP
ge2tembsgmge,0.10934638 DOP
kingandsword,0.94415849 DOP
yukaishan123,3.27951158 DOP
daomaosheeos,1.17919868 DOP
geytomrsgmge,0.84094380 DOP
mayunshilaji,1.43616869 DOP
bushiwode123,0.48549124 DOP
shouxinkongx,38.08709585 DOP
eosletusfree,0.61735439 DOP
wanjinhui321,0.04697291 DOP
yaetccccc.tp,0.00081552 DOP
eoskingdom12,0.81173703 DOP
ddddqwertyui,0.00237295 DOP
ubsexone1314,0.00141936 DOP
youngyoung22,0.49601295 DOP
wobushiguang,0.08181370 DOP
5jksokqohrhp,0.11693356 DOP
gy2donjwhege,0.01208717 DOP
bcjingling12,0.00632773 DOP
btc123eos234,0.02664611 DOP
zeroice12345,0.00384105 DOP
eosmillion12,0.13836117 DOP
dingweneos33,1.10986330 DOP
qiaoqiao1111,0.71504291 DOP
exchangetran,0.59422330 DOP
yezimeng1234,0.07222773 DOP
mayunbaba123,7.70804547 DOP
33qmwwghf2xx,77.21169196 DOP
domeos123455,0.00721878 DOP
fwp543211234,0.10791889 DOP
yangxinluoju,0.11153084 DOP
mafanyang123,0.00838155 DOP
chanceliu.tp,0.60166594 DOP
gu3demzygige,0.41931070 DOP
hmilyeosxsir,0.00212908 DOP
qpajdnslansq,0.30669650 DOP
banlizhu2333,0.02987329 DOP
wht123451234,0.08717488 DOP
fanliting111,1.54455388 DOP
wesdzxfgh334,0.20037451 DOP
guztqmbrgege,0.52734528 DOP
wuweierzhi12,0.05273643 DOP
littlefrog22,0.00090391 DOP
rizalichsan1,0.00000004 DOP
congwei34.tp,83.79071313 DOP
lianggao1234,0.00325091 DOP
liujiajia.tp,0.00808202 DOP
wangmingwang,0.48339658 DOP
mosstheboss1,8.33675828 DOP
defiwallet11,8.63743369 DOP
eos12alibaba,0.71011002 DOP
hehuanyangya,3.49870316 DOP
happyniceday,0.05426444 DOP
ronaiepeters,0.00328820 DOP
shuiren12345,0.40166846 DOP
richssunssuk,0.42173863 DOP
jstz12345.tp,0.01342932 DOP
bolang555222,0.26634873 DOP
4ot42ycnm2kd,0.00028518 DOP
yuxiangdong2,0.03464637 DOP
xjdi5xoxybay,0.02075307 DOP
onlyyyyyyyyy,0.00007817 DOP
